,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,Neighborhood,Latitude,Longitude,YearBuilt,LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse,TotalGHGEmissions,GFAPerBuilding,GFAPerFloor,GFABuildingRate
0,NonResidential,Hotel,Mayflower park hotel,Way,98101.0,Downtown,47.6122,-122.33799,1927,Hotel,60.0,7226362.5,249.98,88434.0,7369.5,1.0
1,NonResidential,Hotel,Paramount Hotel,Street,98101.0,Downtown,47.61317,-122.33393,1996,Hotel,61.0,8387933.0,295.86,103566.0,9415.091,0.85455
2,NonResidential,Hotel,5673-The Westin Seattle,Avenue,98101.0,Downtown,47.61393,-122.3381,1969,Hotel,43.0,72587024.0,2089.28,956110.0,23319.756,0.79425
3,NonResidential,Hotel,HOTEL MAX,Street,98101.0,Downtown,47.61412,-122.33664,1926,Hotel,56.0,6794584.0,286.43,61320.0,6132.0,1.0
4,NonResidential,Hotel,WARWICK SEATTLE HOTEL (ID8),Street,98121.0,Downtown,47.61375,-122.34047,1980,Hotel,75.0,14172606.0,505.01,175580.0,9754.444,0.64688
6,NonResidential,Hotel,Camlin,Avenue,98101.0,Downtown,47.6139,-122.33283,1926,Hotel,27.0,5758795.0,176.14,83008.0,7546.182,1.0
8,NonResidential,Hotel,311wh-Pioneer Square,Avenue,98104.0,Downtown,47.60294,-122.33263,1904,Hotel,43.0,13723820.0,392.16,163984.0,10932.267,1.0
10,NonResidential,Hotel,Hotel Monaco Seattle,Avenue,98101.0,Downtown,47.60695,-122.33414,1969,Hotel,30.0,16016644.0,691.26,153163.0,13923.909,0.87413
11,NonResidential,Hotel,5679-W Seattle,Avenue,98101.0,Downtown,47.60713,-122.33323,1998,Hotel,36.0,26941110.0,740.97,333176.0,13327.04,0.81643
12,NonResidential,Hotel,Executive Pacific Plaza,Street,98104.0,Downtown,47.60699,-122.33346,1928,Hotel,48.0,6596057.5,328.23,65009.0,7223.222,1.0
13,NonResidential,Hotel,Crowne Plaza Hotel Seattle,Avenue,98101.0,Downtown,47.60809,-122.33212,1980,Hotel,58.0,22325364.0,648.62,315952.0,9574.303,0.81769
14,NonResidential,Hotel,Hotel Vintage Seattle,Avenue,98101.0,Downtown,47.60755,-122.33244,1922,Hotel,35.0,10750010.0,511.39,92190.0,8380.909,0.72665
17,NonResidential,Hotel,Renaissance Seattle Hotel,Street,98104.0,Downtown,47.60681,-122.33078,1983,Hotel,31.0,33556756.0,802.89,416281.0,14867.179,0.79581
19,NonResidential,Hotel,Arctic Club Seattle,Avenue,98104.0,Downtown,47.60376,-122.33194,1916,Hotel,39.0,10154608.0,349.32,104352.0,10435.2,1.0
20,NonResidential,Other,King County Courthouse,Avenue,98104.0,Downtown,47.60265,-122.33051,1916,Courthouse,76.0,44984468.0,1265.29,540360.0,54036.0,1.0
23,NonResidential,Hotel,WATERTOWN HOTEL,Way,98105.0,Northeast,47.65959,-122.31755,2001,Hotel,84.0,3663534.5,90.01,88592.0,14765.333,0.65475
27,NonResidential,Hotel,Marriott Springhill Suites (33),Avenue,98101.0,Downtown,47.61784,-122.32966,2001,Hotel,57.0,11061916.0,328.63,171866.0,17186.6,0.77726
29,NonResidential,Hotel,Hotel Five,Avenue,98121.0,Downtown,47.61558,-122.34186,1978,Hotel,57.0,4456714.5,128.44,68410.0,13682.0,0.76319
33,NonResidential,Hotel,Silver Cloud University,Avenue,98105.0,Northeast,47.66583,-122.29965,1994,Hotel,29.0,6668568.5,215.0,81871.0,20467.75,1.0
35,Campus,Mixed Use Property,Plant 2 Site,Way,98108.0,Greater Duwamish,47.53493,-122.31788,1992,Office,8.0,448385312.0,16870.98,494835.0,164945.0,1.0
37,SPS-District K-12,K-12 School,Lawton Elementary,Avenue,98199.0,Magnolia / Queen Anne,47.65671,-122.39047,1990,K-12 School,97.0,1650279.25,31.47,54986.0,27493.0,1.0
39,NonResidential,Small- and Mid-Sized Office,SBC52,Avenue,98107.0,Ballard,47.66587,-122.38476,1961,Office,57.0,6186461.5,130.56,94900.0,47450.0,1.0
40,NonResidential,Small- and Mid-Sized Office,El Centro de la Raza,Avenue,98144.0,Greater Duwamish,47.58034,-122.31132,1900,Office,83.0,2951331.25,83.86,52554.0,26277.0,1.0
41,NonResidential,K-12 School,Blanchet High School,Avenue,98103.0,Northwest,47.68891,-122.33553,1954,K-12 School,95.0,6994740.5,247.85,175015.0,58338.333,1.0
43,NonResidential,Hotel,Seattle Hilton Hotel,Avenue,98101.0,Downtown,47.60946,-122.33337,1969,Hotel,67.0,16163194.0,295.33,332210.0,13842.083,0.38
44,NonResidential,Large Office,5th and Pine,Street,98101.0,Downtown,47.6113,-122.33659,1973,Office,78.0,9536161.0,66.48,168115.0,33623.0,1.0
46,NonResidential,Small- and Mid-Sized Office,Gibraltar Tower,Avenue,98101.0,Downtown,47.61048,-122.33794,1910,Office,14.0,5071974.0,35.36,59400.0,7425.0,1.0
48,NonResidential,Hotel,Roosevelt Hotel,Avenue,98101.0,Downtown,47.61233,-122.33432,1930,Hotel,71.0,4841347.5,59.19,98634.0,4931.7,0.89818
49,NonResidential,Hotel,Sheraton Seattle Hotel,Avenue,98101.0,Downtown,47.61087,-122.33339,1982,Hotel,63.0,80469216.0,2451.58,994212.0,29241.529,0.85245
50,NonResidential,Hotel,Inn at the Market,Street,98101.0,Downtown,47.60997,-122.34138,1985,Hotel,98.0,5348309.0,134.38,71150.0,10164.286,1.0
51,NonResidential,Hotel,Moore Hotel INC,Avenue,98101.0,Downtown,47.61155,-122.34114,1908,Hotel,99.0,5401277.5,227.18,122810.0,17544.286,1.0
52,NonResidential,Hotel,QUALITY INN,Street,98109.0,Lake Union,47.61986,-122.34413,1959,Hotel,86.0,5284343.5,144.79,113173.0,22634.6,0.62406
53,NonResidential,Hotel,Rainier Hospitality,Avenue,98109.0,Lake Union,47.62001,-122.34274,2000,Hotel,84.0,6715187.0,199.95,150453.0,21493.286,0.76913
54,NonResidential,Hotel,Sequim Lodging Corp,Avenue,98109.0,Lake Union,47.62025,-122.34314,1997,Hotel,80.0,5827595.5,162.39,116300.0,19383.333,0.75752
55,NonResidential,Hotel,Homewood Suites by Hilton Seattle Downtonw,Avenue,98119.0,Magnolia / Queen Anne,47.62023,-122.35951,1998,Hotel,81.0,6836900.0,152.76,155602.0,25933.667,0.76386
56,NonResidential,K-12 School,Seattle Hebrew Academy,Street,98136.0,East,47.63442,-122.30793,1911,K-12 School,76.0,3234787.75,146.34,56072.0,18690.667,1.0
57,NonResidential,Hotel,Comfort Suites Seattle Center,Street,98109.0,Magnolia / Queen Anne,47.62519,-122.34456,1999,Hotel,94.0,5337334.0,171.64,122942.0,30735.5,0.63486
58,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services,Street,98122.0,Central,47.60823,-122.30956,1962,Office,71.0,3375211.0,87.98,54984.0,27492.0,1.0
59,NonResidential,Senior Care Community,PSSA - The Mount,Avenue,98126.0,Southwest,47.55837,-122.37751,1922,Senior Care Community,54.0,42792072.0,1727.11,217603.0,43520.6,1.0
60,NonResidential,Senior Care Community,Foss Home and Village,Avenue,98133.0,Northwest,47.72426,-122.35599,1970,Senior Care Community,1.0,16402563.0,609.1,93397.0,46698.5,1.0
61,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,Avenue,98109.0,Lake Union,47.61988,-122.33211,2008,Hotel,74.0,3706100.25,67.06,84103.0,14017.167,0.75349
63,NonResidential,Medical Office,Polyclinic North && South,Avenue,98122.0,East,47.61244,-122.3214,1965,Medical Office,48.0,16701055.0,430.84,179014.0,59671.333,1.0
64,NonResidential,Hotel,Sorrento Hotel,Street,98104.0,East,47.60898,-122.32693,1908,Hotel,71.0,7258758.5,262.75,76631.0,10947.286,1.0
66,NonResidential,Retail Store,Firestone Store#012432,Avenue,98109.0,Lake Union,47.62237,-122.33805,1929,Retail Store,96.0,1049748.625,39.06,58320.0,29160.0,1.0
67,NonResidential,Large Office,City Place III - SEDO,Avenue,98109.0,Lake Union,47.62424,-122.33646,2010,Office,96.0,13795954.0,138.85,316306.0,63261.2,1.0
68,NonResidential,Hotel,Residence Inn Seattle - Lake Union,Avenue,98109.0,Lake Union,47.62642,-122.33325,1990,Hotel,37.0,19459304.0,526.85,282863.0,40409.0,0.84174
72,NonResidential,Large Office,City Place IV - SEDO,Avenue,98109.0,Lake Union,47.62112,-122.33629,2010,Office,91.0,39605888.0,617.52,571329.0,47610.75,1.0
77,NonResidential,Large Office,Bill and Melinda Gates Foundation,Avenue,98109.0,Magnolia / Queen Anne,47.62419,-122.34443,2010,Office,93.0,36667044.0,674.09,920598.0,153433.0,0.6701
78,NonResidential,Small- and Mid-Sized Office,J.G. Scripps Building,Avenue,98033.0,Magnolia / Queen Anne,47.62053,-122.35842,1970,Office,68.0,3476212.5,48.76,76213.0,19053.25,0.65977
79,NonResidential,Hotel,MEDITERRANEAN INN (ID#116),Avenue,98109.0,Magnolia / Queen Anne,47.62291,-122.35708,2002,Hotel,56.0,5155568.5,152.14,96910.0,16151.667,0.61888
80,NonResidential,Hotel,UNIVERSITY INN,Way,98105.0,Northeast,47.65772,-122.31756,1962,Hotel,53.0,5448975.0,191.2,25008.5,12504.25,1.0
82,NonResidential,K-12 School,St. Joseph K-8 School,Avenue,98112.0,East,47.62548,-122.30828,1923,K-12 School,34.0,2646879.0,78.85,67743.0,22581.0,1.0
83,NonResidential,K-12 School,Holy Names Academy,Avenue,98112.0,East,47.62644,-122.30429,1908,K-12 School,100.0,6219841.5,243.23,194104.0,32350.667,1.0
84,NonResidential,Small- and Mid-Sized Office,2100 Building,Avenue,98144.0,Southeast,47.58408,-122.30125,2003,Office,63.0,4897760.0,34.14,99433.0,33144.333,0.64044
91,NonResidential,Hotel,Holiday Inn Express North Seattle Shoreline,Avenue,98133.0,Northwest,47.73141,-122.3458,2001,Hotel,89.0,3611538.0,127.29,51390.0,12847.5,1.0
93,SPS-District K-12,K-12 School,Ingraham High,Street,98133.0,Northwest,47.7257,-122.33684,1959,K-12 School,92.0,11765682.0,443.73,245587.0,245587.0,1.0
94,NonResidential,Hotel,7066-Seattle-Northgate,Avenue,98133.0,Northwest,47.72551,-122.3423,2002,Hotel,78.0,3242458.0,89.02,69138.0,23046.0,1.0
96,NonResidential,Hotel,Alexis Hotel,Avenue,98104.0,Downtown,47.6048,-122.3368,1904,Hotel,98.0,6505995.0,142.39,190980.0,38196.0,1.0
98,NonResidential,Hospital,Swedish Ballard,Avenue,98107.0,Ballard,47.66737,-122.37956,1954,Hospital (General Medical & Surgical),14.0,68090728.0,1990.5,71333.25,57066.6,1.0
102,NonResidential,Hotel,Hampton Inn Seattle Center,Avenue,98109.0,Magnolia / Queen Anne,47.62614,-122.3467,1996,Hotel,76.0,7946961.0,228.4,162222.0,40555.5,0.91247
115,NonResidential,Residence Hall,Emerson Hall,Others,98119.0,Magnolia / Queen Anne,47.65068,-122.36331,2001,Residence Hall/Dormitory,89.0,4448582.5,129.39,139600.0,34900.0,0.73138
116,SPS-District K-12,K-12 School,Nathan Hale High,Avenue,98125.0,North,47.70763,-122.29453,2011,K-12 School,96.0,8355988.5,222.78,236758.0,118379.0,1.0
120,NonResidential,Small- and Mid-Sized Office,Emerald Services,Way,98108.0,Greater Duwamish,47.536,-122.31768,2007,Office,21.0,3242077.75,49.58,64015.0,21338.333,1.0
121,NonResidential,Retail Store,Northgate Mall,Way,98125.0,North,47.70759,-122.3255,1951,Retail Store,98.0,27717034.0,723.47,530039.0,530039.0,1.0
123,NonResidential,Retail Store,Nordstrom Northgate 002,Way,98125.0,North,47.70619,-122.32586,1965,Retail Store,76.0,8765978.0,66.3,124342.0,31085.5,1.0
124,NonResidential,Hospital,Seattle Children's Hospital Main Campus,Way,98105.0,Northeast,47.66231,-122.28146,1953,Hospital (General Medical & Surgical),10.0,253832464.0,8145.52,146500.0,87900.0,1.0
125,NonResidential,Other,Verity Credit Union,Others,98133.0,Northwest,47.70956,-122.3345,1996,Financial Office,72.0,3191228.25,83.7,55442.0,18480.667,1.0
131,NonResidential,Warehouse,Rainier Bottling Plant,Way,98108.0,Greater Duwamish,47.55152,-122.31869,1904,Non-Refrigerated Warehouse,61.0,2100097.75,69.44,114297.0,28574.25,1.0
134,NonResidential,Warehouse,8109,Avenue,98134.0,Greater Duwamish,47.55901,-122.33328,1937,Non-Refrigerated Warehouse,87.0,6744317.0,297.43,234144.0,234144.0,1.0
135,NonResidential,Retail Store,Westwood Village - Building A,Street,98126.0,Delridge,47.52254,-122.36627,1966,Retail Store,72.0,2944296.25,35.78,64984.0,64984.0,1.0
136,NonResidential,Retail Store,Westwood Village - Building B,Street,98126.0,Delridge,47.52254,-122.36627,1965,Retail Store,37.0,9230223.0,369.14,67745.0,67745.0,1.0
137,SPS-District K-12,K-12 School,Denny/Sealth Campus,Street,98126.0,Delridge,47.52915,-122.36511,2010,K-12 School,97.0,12265516.0,272.85,367884.0,183942.0,1.0
144,NonResidential,Hotel,Silver Cloud Inn,Avenue,98109.0,Lake Union,47.62972,-122.32906,1998,Hotel,79.0,9373179.0,309.6,123920.0,24784.0,0.75791
147,NonResidential,Hotel,311jk-Seattle Downtown/Lake Union CY,Avenue,98109.0,Magnolia / Queen Anne,47.62782,-122.34045,1998,Hotel,76.0,11171988.0,338.16,207656.0,29665.143,0.73831
151,NonResidential,Hotel,Hotel Nexus,Way,98133.0,Northwest,47.70916,-122.33216,1968,Hotel,70.0,6197825.0,208.26,64893.0,16223.25,1.0
154,NonResidential,Small- and Mid-Sized Office,Washington Park Building,Street,98104.0,Downtown,47.60105,-122.33518,1900,Office,78.0,1677002.25,28.27,44558.0,14852.667,1.0
159,NonResidential,Hotel,Silver Cloud Hotel - Stadium,Avenue,98134.0,Greater Duwamish,47.59269,-122.33372,2005,Hotel,64.0,12726789.0,388.37,168449.0,18716.556,0.91352
160,NonResidential,Warehouse,Harbor Island: Warehouse E - DNRP-SWD,Avenue,98134.0,Greater Duwamish,47.57507,-122.35747,1916,Non-Refrigerated Warehouse,34.0,2411402.25,16.81,79600.0,19900.0,1.0
167,NonResidential,Hospital,Swedish Cherry Hill,Avenue,98122.0,Central,47.60705,-122.30966,1990,Hospital (General Medical & Surgical),34.0,143423024.0,4906.33,99586.5,119503.8,1.0
169,NonResidential,Warehouse,27020-Seattle / Stone Way North,Street,98103.0,Lake Union,47.65097,-122.34227,1991,Non-Refrigerated Warehouse,91.0,549181.375,9.63,75397.0,25132.333,0.89176
170,NonResidential,Hospital,Harborview Medical Center,Avenue,98104.0,East,47.60399,-122.32377,2000,Hospital (General Medical & Surgical),29.0,293090784.0,10734.57,128743.444,144836.375,1.0
174,NonResidential,K-12 School,University HTS Grade School,Way,98105.0,Northeast,47.66568,-122.31368,1928,K-12 School,98.0,1377627.0,72.88,55653.0,27826.5,1.0
175,NonResidential,Hotel,Hotel Deca,Avenue,98105.0,Northeast,47.66151,-122.31457,1931,Hotel,49.0,11935719.0,469.57,106860.0,6678.75,1.0
176,NonResidential,Small- and Mid-Sized Office,Lake City Center,Way,98125.0,North,47.71895,-122.29475,1972,Office,62.0,3147042.0,49.09,50759.0,10151.8,1.0
177,NonResidential,Worship Facility,University Congregational United Church of Christ,Avenue,98105.0,Northeast,47.66182,-122.31113,1952,Worship Facility,46.0,2439484.75,84.57,56772.0,28386.0,1.0
178,NonResidential,Worship Facility,University Presbyterian Church,Avenue,98105.0,Northeast,47.6626,-122.31164,1952,Worship Facility,42.0,4854429.5,149.93,103000.0,34333.333,1.0
186,NonResidential,Residence Hall,Women's Residence at Seneca,Avenue,98101.0,Downtown,47.6079,-122.33266,1913,Residence Hall/Dormitory,76.0,5572503.0,254.87,107572.0,11952.444,1.0
193,NonResidential,Medical Office,BMR-201 Elliott Avenue LLC,Avenue,98119.0,Magnolia / Queen Anne,47.61972,-122.36033,1927,Medical Office,1.0,28731502.0,661.04,190000.0,38000.0,0.79474
194,NonResidential,Hotel,Edgewater Seattle,Way,98121.0,Downtown,47.6124,-122.35075,1961,Hotel,8.0,25453690.0,1060.13,122309.0,30577.25,1.0
196,NonResidential,Hotel,337v2-Seattle Waterfront Marriott,Way,98121.0,Downtown,47.61069,-122.34653,2003,Hotel,29.0,26659244.0,780.84,254273.0,31784.125,0.84741
199,NonResidential,Small- and Mid-Sized Office,Daily Journal Building,Street,98104.0,Downtown,47.60271,-122.33557,1914,Office,98.0,1380293.625,44.22,56500.0,14125.0,1.0
200,NonResidential,Warehouse,(ID320) BMW SEATTLE - SERVICE CENTER,Avenue,98134.0,Greater Duwamish,47.59486,-122.32455,2008,Non-Refrigerated Warehouse,72.0,3785282.5,26.39,203504.0,50876.0,1.0
201,NonResidential,Large Office,Cox Media Group Seattle KIRO TV (322),Avenue,98121.0,Downtown,47.61757,-122.35122,1968,Office,20.0,9788717.0,68.24,100734.0,33578.0,0.73464
202,NonResidential,Small- and Mid-Sized Office,200 Cedar Street Building,Street,98121.0,Downtown,47.61703,-122.35012,1981,Office,57.0,5007401.0,68.19,77662.0,19415.5,0.76174
203,NonResidential,Large Office,Fourth and Battery,Avenue,98121.0,Downtown,47.61619,-122.34599,1978,Office,39.0,18661606.0,149.27,234000.0,19500.0,0.90688
204,NonResidential,Large Office,Westlake Tower,Avenue,98101.0,Downtown,47.61217,-122.33694,1989,Office,74.0,24755086.0,172.58,369996.0,14799.84,1.0
205,NonResidential,Retail Store,Nordstrom 001,Street,98101.0,Downtown,47.61229,-122.33629,1925,Retail Store,93.0,40062888.0,398.19,693450.0,69345.0,1.0
206,NonResidential,Large Office,1600 Seventh,Avenue,98191.0,Downtown,47.61316,-122.3343,1976,Office,89.0,40847752.0,313.3,791396.0,23981.697,1.0
207,NonResidential,Large Office,1700 Seventh Ave,Others,98101.0,Downtown,47.61399,-122.33523,2000,Office,90.0,30985420.0,359.11,747747.0,32510.739,0.72574
208,NonResidential,Small- and Mid-Sized Office,Lloyd building,Street,98101.0,Downtown,47.61356,-122.33665,1926,Office,90.0,3444270.0,170.51,63409.0,6340.9,0.87767
209,NonResidential,Large Office,The Tower Building,Avenue,98101.0,Downtown,47.61375,-122.33566,1930,Office,91.0,7739699.0,100.26,204790.0,12046.471,0.85351
210,NonResidential,Small- and Mid-Sized Office,Times Square Building,Street,98101.0,Downtown,47.61256,-122.33808,1916,Office,61.0,3757006.0,26.19,73399.0,14679.8,1.0
211,NonResidential,Large Office,Plaza 600,Street,98101.0,Downtown,47.61391,-122.33725,1969,Office,90.0,14633233.0,563.25,265851.0,13292.55,0.87838
212,NonResidential,Large Office,West 8th,Avenue,98121.0,Downtown,47.61578,-122.33726,2009,Office,95.0,27018020.0,229.25,758043.0,30321.72,0.69834
213,NonResidential,Large Office,Denny Building,Avenue,98121.0,Downtown,47.61641,-122.34112,1968,Office,91.0,8580279.0,222.19,206000.0,17166.667,1.0
214,NonResidential,Large Office,1918 Eighth Avenue,Avenue,98101.0,Downtown,47.61555,-122.33582,2009,Office,97.0,39523852.0,275.54,824887.0,22913.528,0.81213
215,NonResidential,Large Office,1800 Ninth,Avenue,98101.0,Downtown,47.61516,-122.33303,1990,Office,94.0,17867002.0,130.73,480840.0,30052.5,0.70552
216,NonResidential,Small- and Mid-Sized Office,Broderick Building,Avenue,98104.0,Downtown,47.60266,-122.33332,1900,Office,85.0,3903259.75,51.67,89550.0,12792.857,1.0
217,NonResidential,Small- and Mid-Sized Office,The Pioneer Building,Avenue,98104.0,Downtown,47.60219,-122.33347,1900,Office,66.0,4178233.5,31.97,89355.0,14892.5,1.0
218,NonResidential,Large Office,Dexter Horton Building,Avenue,98104.0,Downtown,47.6036,-122.33288,1922,Office,89.0,18576900.0,213.23,388934.0,25928.933,1.0
219,NonResidential,Large Office,Seattle Exchange Building,Avenue,98104.0,Downtown,47.60403,-122.33497,1929,Office,98.0,10062436.0,70.15,384302.0,17468.273,1.0
220,NonResidential,Large Office,Norton Building,Avenue,98104.0,Downtown,47.6037,-122.33447,1958,Office,69.0,24906132.0,940.47,378525.0,22266.176,0.7765
221,NonResidential,Large Office,999 Third Avenue,Avenue,98104.0,Downtown,47.60505,-122.33427,1983,Office,94.0,44683660.0,318.97,1323055.0,28150.106,1.0
222,NonResidential,Large Office,1000 Second Avenue,Avenue,98104.0,Downtown,47.60567,-122.33511,1986,Office,84.0,24603420.0,171.52,589921.0,14388.317,0.78059
224,NonResidential,Large Office,1101 Second Avenue (HOB),Avenue,98101.0,Downtown,47.60581,-122.33664,1968,Office,81.0,3743228.5,26.1,157941.0,19742.625,0.60116
225,NonResidential,Large Office,2nd and Seneca,Avenue,98101.0,Downtown,47.60614,-122.33674,1991,Office,95.0,18221224.0,139.72,635303.0,21907.0,0.68955
227,NonResidential,Large Office,1111 Third Avenue,Avenue,98101.0,Downtown,47.60655,-122.33533,1980,Office,81.0,32552428.0,231.32,776762.0,22845.941,0.79066
228,NonResidential,Large Office,Abraham Lincoln Building (Wallysons Inc),Avenue,98101.0,Downtown,47.60671,-122.33456,1972,Office,95.0,9641043.0,218.53,186768.0,13340.571,0.8727
229,NonResidential,Large Office,Safeco Plaza,Avenue,98154.0,Downtown,47.60615,-122.33388,1969,Office,89.0,45163308.0,627.87,1123435.0,22927.245,0.67156
230,NonResidential,Large Office,Fourth & Madison,Avenue,98104.0,Downtown,47.60549,-122.33319,2002,Office,93.0,41213584.0,287.32,1052469.0,28445.108,0.84378
231,NonResidential,Large Office,901 Fifth Avenue,Avenue,98164.0,Downtown,47.60616,-122.33165,1973,Office,28.0,69519808.0,546.65,617684.0,14706.762,0.72235
232,NonResidential,Large Office,The Central Building,Avenue,98104.0,Downtown,47.60471,-122.33261,1907,Office,91.0,8921778.0,175.95,201480.0,25185.0,1.0
233,Nonresidential COS,Large Office,Seattle Municipal Tower (2030),Avenue,98104.0,Downtown,47.60501,-122.32988,1990,Office,89.0,61576184.0,429.27,1354987.0,21507.73,0.88221
235,Nonresidential COS,Large Office,City Hall,Avenue,98104.0,Downtown,47.60377,-122.32971,2003,Office,69.0,13214416.0,298.61,199530.0,24941.25,0.84634
236,NonResidential,Large Office,Chinook Building,Avenue,98104.0,Downtown,47.60249,-122.32854,2006,Office,98.0,13843866.0,216.24,372242.0,28634.0,0.85842
237,NonResidential,Large Office,Yesler Building,Way,98104.0,Downtown,47.60193,-122.32812,1909,Office,99.0,2746560.75,70.17,114395.0,16342.143,0.92748
238,NonResidential,Retail Store,University Book Store,Way,98105.0,Northeast,47.66024,-122.31278,1978,Retail Store,83.0,6461937.0,89.47,89200.0,44600.0,1.0
239,NonResidential,Large Office,UW Tower Bldg Complex,Avenue,98195.0,Northeast,47.66072,-122.31466,1971,Office,77.0,28450436.0,198.34,474546.0,20632.435,1.0
240,NonResidential,Other,UW Tower Data Center,Avenue,98185.0,Northeast,47.6606,-122.31512,1969,Data Center,96.0,30038490.0,209.41,36000.0,7200.0,1.0
241,NonResidential,Small- and Mid-Sized Office,University District Office Buiding,Street,98105.0,Northeast,47.661,-122.31626,1961,Office,70.0,4728488.5,119.03,99005.0,19801.0,1.0
242,NonResidential,Large Office,4311 Roosevelt,Avenue,98105.0,Northeast,47.66065,-122.31689,2002,Office,88.0,4426136.0,30.86,135051.0,22508.5,0.67236
243,NonResidential,Large Office,4300 Roosevelt,Way,98105.0,Northeast,47.65999,-122.31741,2002,Office,93.0,7046345.5,49.12,220649.0,44129.8,0.62511
245,NonResidential,Large Office,Metropolitan Park West,Way,98101.0,Downtown,47.61597,-122.33086,1980,Office,79.0,24224888.0,168.88,413715.0,22984.167,0.84371
246,NonResidential,Mixed Use Property,METROPOLITAN PARK NORTH (ID371),Street,98101.0,Downtown,47.6177,-122.3306,2000,Parking,94.0,9765777.0,72.42,381381.0,34671.0,0.48707
247,NonResidential,Large Office,Metropolitan Park East,Avenue,98101.0,Downtown,47.61695,-122.32965,1988,Office,65.0,26823218.0,197.19,497513.0,24875.65,0.76132
248,NonResidential,Large Office,Fourth and Blanchard,Avenue,98121.0,Downtown,47.61431,-122.34244,1979,Office,79.0,25307744.0,176.43,543876.0,22661.5,0.78539
250,NonResidential,Large Office,Third and Broad,Avenue,98121.0,Downtown,47.6182,-122.352,1982,Office,64.0,20361158.0,141.95,396626.0,66104.333,0.68682
251,NonResidential,Large Office,5th and Bell,Avenue,98121.0,Downtown,47.61598,-122.34369,2002,Office,74.0,14913424.0,103.97,287471.0,47911.833,0.70922
252,NonResidential,Large Office,Fifth and Wall LLC,Street,98121.0,Downtown,47.61734,-122.34434,1947,Office,94.0,5357833.0,46.03,192630.0,64210.0,0.74816
253,NonResidential,Large Office,3101 Western Avenue,Avenue,98121.0,Downtown,47.6176,-122.35686,1984,Office,3.0,29949248.0,208.79,253103.0,31637.875,0.7551
254,NonResidential,Supermarket / Grocery Store,70500872 -- Holman Road,Others,98117.0,Northwest,47.7019,-122.36374,1956,Supermarket/Grocery Store,54.0,14293972.0,384.27,60880.0,60880.0,1.0
255,NonResidential,Small- and Mid-Sized Office,Collins Building,Avenue,98104.0,Downtown,47.60227,-122.33202,1900,Office,77.0,2933288.75,24.91,50176.0,10035.2,1.0
256,NonResidential,Large Office,Smith Tower,Avenue,98104.0,Downtown,47.60198,-122.33174,1912,Office,72.0,23262244.0,741.3,304346.0,7246.333,1.0
257,NonResidential,Warehouse,Dawn Food Products,Avenue,98108.0,Greater Duwamish,47.54066,-122.33023,1977,Non-Refrigerated Warehouse,97.0,1809101.5,78.92,128800.0,128800.0,1.0
258,NonResidential,Large Office,Skinner Building,Avenue,98101.0,Downtown,47.60932,-122.33388,1927,Office,76.0,13656587.0,355.05,321945.0,40243.125,1.0
259,NonResidential,Large Office,IBM-COS,Avenue,98101.0,Downtown,47.60842,-122.33305,1964,Office,77.0,18967014.0,530.66,336330.0,15287.727,1.0
260,NonResidential,Large Office,Puget Sound Plaza,Avenue,98101.0,Downtown,47.60869,-122.33588,1960,Office,79.0,27076922.0,1084.79,298426.0,14210.762,1.0
261,NonResidential,Large Office,Rainier Tower,Avenue,98101.0,Downtown,47.60896,-122.33481,1976,Office,69.0,48479988.0,337.97,635824.0,15138.667,1.0
262,NonResidential,Hotel,Fairmont Olympic Seattle,Street,98101.0,Downtown,47.60804,-122.33391,1923,Hotel,45.0,56485204.0,2573.75,542305.0,45192.083,1.0
263,NonResidential,Retail Store,RAINIER ELECTRONICS LLC,Avenue,98144.0,Southeast,47.57936,-122.29744,1980,Retail Store,80.0,11688601.0,162.45,291940.0,145970.0,1.0
264,NonResidential,Mixed Use Property,Thaw Building,Others,98108.0,Greater Duwamish,47.52871,-122.29443,1970,Non-Refrigerated Warehouse,42.0,4383100.5,116.03,88400.0,88400.0,1.0
265,NonResidential,Warehouse,Linden Bldg,Street,98133.0,Northwest,47.72912,-122.34677,1960,Non-Refrigerated Warehouse,96.0,930611.875,48.65,52311.0,52311.0,1.0
267,NonResidential,Large Office,501 Eastlake Ave. (ID394) Republican Building,Avenue,98109.0,Lake Union,47.62333,-122.3296,2001,Office,60.0,5803409.0,40.46,176532.0,35306.4,0.60309
268,NonResidential,Warehouse,Ferguson Terminal,Avenue,98107.0,Ballard,47.65825,-122.3683,1973,Non-Refrigerated Warehouse,2.0,3989399.0,70.47,52500.0,52500.0,1.0
269,NonResidential,Warehouse,SBC396,Avenue,98107.0,Ballard,47.66587,-122.38476,1959,Non-Refrigerated Warehouse,55.0,4560492.0,156.67,57300.0,28650.0,1.0
270,NonResidential,Large Office,2601 Elliott Avenue,Avenue,98121.0,Downtown,47.61429,-122.35263,1916,Office,90.0,18102026.0,224.36,350310.0,58385.0,1.0
271,NonResidential,Large Office,1201 Third Avenue,Avenue,98101.0,Downtown,47.60723,-122.33611,1988,Office,92.0,53079164.0,588.9,1400000.0,25454.545,0.79643
